date,close
2024-08-16,941.7000122070312
2024-08-19,918.7000122070312
2024-08-20,913.9000244140625
2024-08-21,940.5999755859375
2024-08-22,920.0
2024-08-23,942.5
2024-08-26,960.2000122070312
2024-08-27,958.5
2024-08-28,933.9000244140625
2024-08-29,972.5
2024-08-30,961.0999755859375
2024-09-03,931.0999755859375
2024-09-04,927.2000122070312
2024-09-05,934.7000122070312
2024-09-06,896.2999877929688
2024-09-09,936.7999877929688
2024-09-10,960.0
2024-09-11,1010.2000122070312
2024-09-12,1053.800048828125
2024-09-13,1076.0
2024-09-16,1084.4000244140625
2024-09-17,1104.699951171875
2024-09-18,1068.300048828125
2024-09-19,1100.4000244140625
2024-09-20,1079.9000244140625
2024-09-23,1046.9000244140625
2024-09-24,1061.9000244140625
2024-09-25,1033.300048828125
2024-09-26,1044.300048828125
2024-09-27,1014.0
2024-09-30,998.9000244140625
2024-10-01,993.5999755859375
2024-10-02,1016.4000244140625
2024-10-03,997.2999877929688
2024-10-04,995.2000122070312
2024-10-07,1023.0
2024-10-08,1003.5999755859375
2024-10-09,1036.9000244140625
2024-10-10,1065.4000244140625
2024-10-11,1061.800048828125
2024-10-14,1023.0999755859375
2024-10-15,1004.2000122070312
2024-10-16,1019.0
2024-10-17,1038.300048828125
2024-10-18,1077.699951171875
2024-10-21,1048.4000244140625
2024-10-22,1074.199951171875
2024-10-23,1057.5
2024-10-24,1161.0
2024-10-25,1199.699951171875
2024-10-28,1222.0
2024-10-29,1227.0
2024-10-30,1149.0
2024-10-31,1106.5
2024-11-01,1103.800048828125
2024-11-04,1066.4000244140625
2024-11-05,1076.9000244140625
2024-11-06,1036.0999755859375
2024-11-07,1017.4000244140625
2024-11-08,988.9000244140625
2024-11-11,979.4000244140625
2024-11-12,938.2999877929688
2024-11-13,929.5
2024-11-14,923.4000244140625
2024-11-15,941.2999877929688
2024-11-18,1006.2000122070312
2024-11-19,1035.300048828125
2024-11-20,1023.9000244140625
2024-11-21,1042.5999755859375
2024-11-22,1017.0
2024-11-25,979.7999877929688
2024-11-26,987.2000122070312
2024-11-27,982.7999877929688
2024-11-29,990.2000122070312
2024-12-02,991.9000244140625
2024-12-03,983.7000122070312
2024-12-04,988.7999877929688
2024-12-05,970.0999755859375
2024-12-06,960.2999877929688
2024-12-09,988.5999755859375
2024-12-10,974.5999755859375
2024-12-11,1002.7000122070312
2024-12-12,983.0
2024-12-13,953.0999755859375
2024-12-16,944.7999877929688
2024-12-17,932.5999755859375
2024-12-18,919.5999755859375
2024-12-19,897.0999755859375
2024-12-20,906.5999755859375
2024-12-23,915.2999877929688
2024-12-24,938.2999877929688
2024-12-26,906.4000244140625
2024-12-27,893.5999755859375
2024-12-30,894.2000122070312
2024-12-31,902.9000244140625
2025-01-02,905.2000122070312
2025-01-03,915.5999755859375
2025-01-06,909.5999755859375
2025-01-07,921.2999877929688
2025-01-08,921.5
2025-01-09,923.9000244140625
2025-01-10,961.7000122070312
2025-01-13,934.7999877929688
2025-01-14,940.7000122070312
2025-01-15,965.5
2025-01-16,950.2999877929688
2025-01-17,960.5
2025-01-21,972.5
2025-01-22,998.4000244140625
2025-01-23,1010.2000122070312
2025-01-24,1001.2000122070312
2025-01-27,963.5999755859375
2025-01-28,954.5999755859375
2025-01-29,966.5999755859375
2025-01-30,1004.5999755859375
2025-01-31,1066.9000244140625
2025-02-03,1039.199951171875
2025-02-04,1009.7000122070312
2025-02-05,1014.4000244140625
2025-02-06,989.2999877929688
2025-02-07,977.7999877929688
2025-02-10,998.7000122070312
2025-02-11,987.5999755859375
2025-02-12,982.5999755859375
2025-02-13,1015.2999877929688
2025-02-14,1005.0
2025-02-18,1008.7000122070312
2025-02-19,987.2999877929688
2025-02-20,1004.9000244140625
2025-02-21,988.0999755859375
2025-02-24,940.5999755859375
2025-02-25,920.5
2025-02-26,920.5
2025-02-27,901.2999877929688
2025-02-28,899.7000122070312
2025-03-03,951.2000122070312
2025-03-04,946.2999877929688
2025-03-05,939.4000244140625
2025-03-06,942.0
2025-03-07,945.7999877929688
2025-03-10,939.7999877929688
2025-03-11,938.2000122070312
2025-03-12,943.2000122070312
2025-03-13,953.0
2025-03-14,962.2999877929688
2025-03-17,963.5999755859375
2025-03-18,966.2000122070312
2025-03-19,949.2000122070312
2025-03-20,939.0999755859375
2025-03-21,951.2000122070312
2025-03-24,947.7000122070312
2025-03-25,953.7999877929688
2025-03-26,962.5
2025-03-27,973.7999877929688
2025-03-28,974.2999877929688
2025-03-31,991.2000122070312
2025-04-01,991.2999877929688
2025-04-02,974.5
2025-04-03,919.0999755859375
2025-04-04,896.2000122070312
2025-04-07,876.5999755859375
2025-04-08,877.9000244140625
2025-04-09,878.0999755859375
2025-04-10,888.9000244140625
2025-04-11,896.7999877929688
2025-04-14,946.5999755859375
2025-04-15,968.2000122070312
2025-04-16,969.7999877929688
2025-04-17,955.4000244140625
2025-04-21,925.7000122070312
2025-04-22,928.7999877929688
2025-04-23,937.7000122070312
2025-04-24,947.9000244140625
2025-04-25,931.0
2025-04-28,943.4000244140625
2025-04-29,932.5
2025-04-30,930.2000122070312
2025-05-01,939.7000122070312
2025-05-02,946.9000244140625
2025-05-05,938.5
2025-05-06,976.2999877929688
2025-05-07,978.2999877929688
2025-05-08,979.4000244140625
2025-05-09,978.0
2025-05-12,938.0
2025-05-13,952.2000122070312
2025-05-14,950.2999877929688
2025-05-15,964.2000122070312
2025-05-16,956.7999877929688
2025-05-19,979.2000122070312
2025-05-20,1021.5999755859375
2025-05-21,1046.5999755859375
2025-05-22,1024.0
2025-05-23,1001.5
2025-05-27,977.2999877929688
2025-05-28,962.2000122070312
2025-05-29,967.2999877929688
2025-05-30,961.2999877929688
2025-06-02,988.5999755859375
2025-06-03,1015.0
2025-06-04,1000.2999877929688
2025-06-05,1006.5
2025-06-06,1060.5999755859375
2025-06-09,1084.4000244140625
2025-06-10,1068.0
2025-06-11,1087.0999755859375
2025-06-12,1062.0999755859375
2025-06-13,1039.5999755859375
2025-06-16,1036.699951171875
2025-06-17,1062.300048828125
2025-06-18,1061.800048828125
2025-06-20,1052.800048828125
2025-06-23,1088.5999755859375
2025-06-24,1067.0
2025-06-25,1065.4000244140625
2025-06-26,1137.300048828125
2025-06-27,1145.5999755859375
2025-06-30,1102.0999755859375
2025-07-01,1105.5
2025-07-02,1157.0
2025-07-03,1136.5
2025-07-07,1103.699951171875
2025-07-08,1110.9000244140625
2025-07-09,1130.800048828125
2025-07-10,1186.9000244140625
2025-07-11,1273.0
2025-07-14,1230.5
2025-07-15,1239.0
2025-07-16,1278.0
2025-07-17,1291.0
2025-07-18,1291.9000244140625
2025-07-21,1291.4000244140625
2025-07-22,1312.9000244140625
2025-07-23,1315.5999755859375
2025-07-24,1277.0
2025-07-25,1243.4000244140625
2025-07-28,1280.5
2025-07-29,1268.199951171875
2025-07-30,1255.199951171875
2025-07-31,1196.0999755859375
2025-08-01,1207.9000244140625
2025-08-04,1194.800048828125
2025-08-05,1193.5
2025-08-06,1137.4000244140625
2025-08-07,1160.9000244140625
2025-08-08,1133.199951171875
2025-08-11,1149.4000244140625
2025-08-12,1131.199951171875
2025-08-13,1121.0999755859375
2025-08-14,1144.5
2025-08-15,1107.5999755859375
2025-08-18,1121.4000244140625
2025-08-19,1101.800048828125
2025-08-20,1111.199951171875
2025-08-21,1105.5
2025-08-22,1123.5
2025-08-25,1087.5
2025-08-26,1084.199951171875
2025-08-27,1082.0
2025-08-28,1104.5999755859375
2025-08-29,1105.199951171875
2025-09-02,1136.4000244140625
2025-09-03,1168.5
2025-09-04,1125.5
2025-09-05,1111.5999755859375
2025-09-08,1139.4000244140625
2025-09-09,1124.699951171875
2025-09-10,1194.300048828125
2025-09-11,1219.5999755859375
2025-09-12,1229.300048828125
2025-09-15,1204.0
2025-09-16,1179.9000244140625
2025-09-17,1154.4000244140625
2025-09-18,1168.0
2025-09-19,1150.800048828125
2025-09-22,1193.699951171875
2025-09-23,1232.300048828125
2025-09-24,1221.4000244140625
2025-09-25,1264.4000244140625
2025-09-26,1291.4000244140625
2025-09-29,1265.699951171875
2025-09-30,1263.5
2025-10-01,1250.5
2025-10-02,1239.800048828125
2025-10-03,1273.0
2025-10-06,1326.800048828125
2025-10-07,1347.5999755859375
2025-10-08,1454.199951171875
2025-10-09,1430.5
2025-10-10,1447.5999755859375
2025-10-13,1509.4000244140625
2025-10-14,1569.4000244140625
2025-10-15,1569.0999755859375
2025-10-16,1655.0
2025-10-17,1499.199951171875
2025-10-20,1514.800048828125
2025-10-21,1412.5999755859375
2025-10-22,1439.699951171875
2025-10-23,1470.9000244140625
2025-10-24,1463.5999755859375
2025-10-27,1415.9000244140625
2025-10-28,1402.699951171875
2025-10-29,1429.5
2025-10-30,1461.5
2025-10-31,1444.699951171875
2025-11-03,1446.9000244140625
2025-11-04,1412.9000244140625
2025-11-05,1442.4000244140625
2025-11-06,1388.0999755859375
2025-11-07,1397.300048828125
2025-11-10,1443.0999755859375
2025-11-11,1467.5999755859375
2025-11-12,1499.9000244140625
2025-11-13,1470.4000244140625
2025-11-14,1420.699951171875
2025-11-17,1413.9000244140625
2025-11-18,1419.4000244140625
2025-11-19,1402.0999755859375
2025-11-20,1382.4000244140625
2025-11-21,1383.5999755859375
2025-11-24,1403.0999755859375
2025-11-25,1402.199951171875
2025-11-26,1422.5
2025-11-28,1468.5999755859375
2025-12-01,1444.800048828125
2025-12-02,1470.9000244140625
2025-12-03,1476.800048828125
2025-12-04,1451.9000244140625
2025-12-05,1472.4000244140625
2025-12-08,1483.5999755859375
2025-12-09,1511.4000244140625
2025-12-10,1458.300048828125
2025-12-11,1512.699951171875
2025-12-12,1514.199951171875
2025-12-15,1592.800048828125
2025-12-16,1626.5999755859375
2025-12-17,1684.199951171875
2025-12-18,1737.9000244140625
2025-12-19,1749.0
2025-12-22,1793.4000244140625
2025-12-23,1918.5999755859375
2025-12-24,1766.300048828125
2025-12-26,1984.699951171875
2025-12-29,1648.300048828125
2025-12-30,1706.699951171875
2025-12-31,1629.199951171875
2026-01-02,1668.0
2026-01-05,1742.199951171875
2026-01-06,1865.5999755859375
2026-01-07,1767.199951171875
2026-01-08,1781.0999755859375
2026-01-09,1853.0
2026-01-12,1921.300048828125
2026-01-13,1900.4000244140625
2026-01-14,1886.9000244140625
2026-01-15,1859.0
2026-01-16,1805.199951171875
2026-01-20,1890.9000244140625
2026-01-21,1865.199951171875
2026-01-22,1910.300048828125
2026-01-23,2010.0
2026-01-26,2169.89990234375
2026-01-27,1861.800048828125
2026-01-28,2025.4000244140625
2026-01-29,2000.5999755859375
2026-01-30,1688.300048828125
2026-02-02,1689.9000244140625
2026-02-03,1746.0999755859375
2026-02-04,1726.199951171875
2026-02-05,1688.9000244140625
2026-02-06,1732.699951171875
2026-02-09,1737.0999755859375
2026-02-10,1722.699951171875
2026-02-11,1735.300048828125
2026-02-12,1650.300048828125
2026-02-13,1697.5
2026-02-17,1675.199951171875
2026-02-18,1751.300048828125
2026-02-19,1690.4000244140625
2026-02-20,1774.199951171875
2026-02-23,1772.199951171875
2026-02-24,1813.5
2026-02-25,1834.0999755859375
2026-02-26,1748.5999755859375
2026-02-27,1792.199951171875
2026-03-02,1762.5999755859375
2026-03-03,1635.0
2026-03-04,1667.800048828125
2026-03-05,1620.199951171875
2026-03-06,1631.699951171875
2026-03-09,1662.199951171875
2026-03-10,1668.699951171875
2026-03-11,1624.4000244140625
2026-03-12,1621.9000244140625
2026-03-13,1554.0999755859375
2026-03-16,1584.5
2026-03-17,1614.0
2026-03-18,1517.0999755859375
2026-03-19,1434.5999755859375
2026-03-20,1424.800048828125
2026-03-23,1411.300048828125
2026-03-24,1411.199951171875
2026-03-25,1416.0
2026-03-26,1341.300048828125
2026-03-27,1390.9000244140625
2026-03-30,1418.0
2026-03-31,1471.199951171875
2026-04-01,1478.4000244140625
2026-04-02,1491.4000244140625
2026-04-06,1476.199951171875
2026-04-07,1442.0
2026-04-08,1586.9000244140625
2026-04-09,1553.0
2026-04-10,1528.0999755859375
2026-04-13,1569.800048828125
2026-04-14,1579.4000244140625
2026-04-15,1578.0999755859375
2026-04-16,1570.5
2026-04-17,1590.4000244140625
2026-04-20,1559.5999755859375
2026-04-21,1531.699951171875
2026-04-22,1547.0999755859375
2026-04-23,1484.5999755859375
2026-04-24,1501.5
2026-04-27,1477.699951171875
2026-04-28,1461.0999755859375
2026-04-29,1461.800048828125
2026-04-30,1526.4000244140625
